u,theta_d,rho,vel,,u,delta_u,x,y,theta_d,,
1399.1,-3.849217678,-0.00549439,16.66666667,,1399.1,0.101705891,-165.2473506,-859.0842355,-3.849217678,,
1399.2,-3.850056516,-0.00420166,16.66666667,,1399.2,0.099934489,-165.3232916,-859.019275,-3.850056516,,
1399.3,-3.851329535,-0.00638005,16.66666667,,1399.3,0.099709982,-165.3990076,-858.9543969,-3.851329535,,
1399.4,-3.853101861,-0.008877805,16.66666667,,1399.4,0.099821187,-165.4747253,-858.88935,-3.853101861,,
1399.5,-3.853705966,-0.003017823,16.66666667,,1399.5,0.099814457,-165.5503225,-858.8241734,-3.853705966,,
1399.6,-3.854657456,-0.004751066,16.66666667,,1399.6,0.100364387,-165.6262966,-858.7585918,-3.854657456,,
1399.7,-3.856360332,-0.008505044,16.66666667,,1399.7,0.099904467,-165.7018604,-858.6932388,-3.856360332,,
1399.8,-3.856522662,-0.000805567,16.66666667,,1399.8,0.100315058,-165.7776229,-858.6274881,-3.856522662,,
1399.9,-3.857779318,-0.006216582,16.66666667,,1399.9,0.101195524,-165.8540396,-858.5611479,-3.857779318,,
1400,-3.85897546,-0.005936854,16.66666667,,1400,0.100950172,-165.9301878,-858.4948728,-3.85897546,,
1400.1,-3.859765987,-0.003937022,16.66666667,,1400.1,0.1005274,-166.0059381,-858.4287846,-3.859765987,,
1400.2,-3.861371746,-0.008026093,16.66666667,,1400.2,0.100265608,-166.081439,-858.3628088,-3.861371746,,
1400.3,-3.862732738,-0.006802489,16.66666667,,1400.3,0.099801799,-166.1564851,-858.2970176,-3.862732738,,
1400.4,-3.86324992,-0.002573317,16.66666667,,1400.4,0.100270755,-166.2317938,-858.2308147,-3.86324992,,
1400.5,-3.863963846,-0.003559221,16.66666667,,1400.5,0.100708005,-166.3073965,-858.164284,-3.863963846,,
1400.6,-3.865477533,-0.007593024,16.66666667,,1400.6,0.099876961,-166.3823282,-858.0982488,-3.865477533,,
1400.7,-3.866783176,-0.006497535,16.66666667,,1400.7,0.09947541,-166.456859,-858.0323662,-3.866783176,,
1400.8,-3.867928455,-0.005643079,16.66666667,,1400.8,0.101468911,-166.5327956,-857.9650641,-3.867928455,,
1400.9,-3.868688653,-0.003766419,16.66666667,,1400.9,0.101483931,-166.6086663,-857.8976651,-3.868688653,,
1401,-3.869959396,-0.006354551,16.66666667,,1401,0.100351911,-166.68364,-857.8309609,-3.869959396,,
1401.1,-3.871076715,-0.005602658,16.66666667,,1401.1,0.099621771,-166.757984,-857.7646475,-3.871076715,,
1401.2,-3.872203262,-0.00563571,16.66666667,,1401.2,0.099804785,-166.8323903,-857.6981291,-3.872203262,,
1401.3,-3.873304276,-0.005490736,16.66666667,,1401.3,0.100089683,-166.9069338,-857.6313368,-3.873304276,,
1401.4,-3.874642845,-0.006669785,16.66666667,,1401.4,0.100432524,-166.9816588,-857.5642334,-3.874642845,,
1401.5,-3.875296588,-0.003251049,16.66666667,,1401.5,0.100258922,-167.0561649,-857.4971462,-3.875296588,,
1401.6,-3.875914869,-0.00305333,16.66666667,,1401.6,0.100827757,-167.1310496,-857.4296294,-3.875914869,,
1401.7,-3.877423535,-0.007472699,16.66666667,,1401.7,0.101666328,-167.206515,-857.3615044,-3.877423535,,
1401.8,-3.877939086,-0.002583481,16.66666667,,1401.8,0.100224031,-167.2808084,-857.2942337,-3.877939086,,
1401.9,-3.880419739,-0.012403366,16.66666667,,1401.9,0.099332569,-167.3544066,-857.2275234,-3.880419739,,
1402,-3.882467058,-0.010166357,16.66666667,,1402,0.100665811,-167.4288247,-857.1597329,-3.882467058,,
1402.1,-3.882047012,0.002097717,16.66666667,,1402.1,0.100716015,-167.5031409,-857.0917563,-3.882047012,,
1402.2,-3.882381711,-0.001679556,16.66666667,,1402.2,0.099523531,-167.5766054,-857.0246154,-3.882381711,,
1402.3,-3.883689506,-0.006536333,16.66666667,,1402.3,0.099754413,-167.6502178,-856.9572941,-3.883689506,,
1402.4,-3.884940435,-0.006210284,16.66666667,,1402.4,0.100326428,-167.7241637,-856.88949,-3.884940435,,
1402.5,-3.886527345,-0.007838217,16.66666667,,1402.5,0.101102264,-167.7985959,-856.8210684,-3.886527345,,
1402.6,-3.887312279,-0.003900493,16.66666667,,1402.6,0.101355786,-167.8731058,-856.7523569,-3.887312279,,
1402.7,-3.888315106,-0.005008028,16.66666667,,1402.7,0.09988377,-167.9464804,-856.6845857,-3.888315106,,
1402.8,-3.889204614,-0.004429289,16.66666667,,1402.8,0.100360116,-168.0201366,-856.6164174,-3.889204614,,
1402.9,-3.890268858,-0.005335659,16.66666667,,1402.9,0.100464117,-168.0938084,-856.5481129,-3.890268858,,
1403,-3.892192017,-0.009656391,16.66666667,,1403,0.098994585,-168.1663309,-856.4807303,-3.892192017,,
1403.1,-3.892960899,-0.003832389,16.66666667,,1403.1,0.100164617,-168.2395793,-856.4124103,-3.892960899,,
1403.2,-3.893714016,-0.003758953,16.66666667,,1403.2,0.100462872,-168.3129931,-856.3438304,-3.893714016,,
1403.3,-3.894877636,-0.005786058,16.66666667,,1403.3,0.099889869,-168.3859368,-856.2755867,-3.894877636,,
1403.4,-3.896551581,-0.008272078,16.66666667,,1403.4,0.101217671,-168.4597696,-856.2063499,-3.896551581,,
1403.5,-3.897479612,-0.004606379,16.66666667,,1403.5,0.101143253,-168.5334322,-856.1370406,-3.897479612,,
1403.6,-3.897903704,-0.002112408,16.66666667,,1403.6,0.100323304,-168.6064338,-856.0682254,-3.897903704,,
1403.7,-3.898517752,-0.003064875,16.66666667,,1403.7,0.100438638,-168.6794901,-855.9993001,-3.898517752,,
1403.8,-3.900250249,-0.008686003,16.66666667,,1403.8,0.099911693,-168.752121,-855.9306918,-3.900250249,,
1403.9,-3.901858437,-0.008052709,16.66666667,,1403.9,0.099546797,-168.8243681,-855.8622088,-3.901858437,,
1404,-3.902588889,-0.003641944,16.66666667,,1404,0.100160921,-168.89695,-855.7931865,-3.902588889,,
1404.1,-3.904122303,-0.00761562,16.66666667,,1404.1,0.100405397,-168.9696585,-855.7239426,-3.904122303,,
1404.2,-3.904823458,-0.003466809,16.66666667,,1404.2,0.100945806,-169.0426515,-855.654214,-3.904823458,,
1404.3,-3.905181403,-0.001772831,16.66666667,,1404.3,0.101302166,-169.1158531,-855.5841879,-3.905181403,,
1404.4,-3.907194366,-0.010013928,16.66666667,,1404.4,0.100603996,-169.1885253,-855.5146184,-3.907194366,,
1404.5,-3.908730996,-0.007678449,16.66666667,,1404.5,0.100412292,-169.2609191,-855.4450356,-3.908730996,,
1404.6,-3.90867192,0.000296355,16.66666667,,1404.6,0.099710122,-169.3327004,-855.375829,-3.90867192,,
1404.7,-3.909475194,-0.004017569,16.66666667,,1404.7,0.099631799,-169.4044294,-855.306681,-3.909475194,,
1404.8,-3.910782071,-0.006521994,16.66666667,,1404.8,0.100308584,-169.4765897,-855.2370053,-3.910782071,,
1404.9,-3.912629196,-0.009240443,16.66666667,,1404.9,0.100071442,-169.5484885,-855.1674003,-3.912629196,,
1405,-3.913728576,-0.005469208,16.66666667,,1405,0.099824215,-169.6200813,-855.0978349,-3.913728576,,
1405.1,-3.914376115,-0.00319457,16.66666667,,1405.1,0.101188525,-169.692575,-855.027239,-3.914376115,,
1405.2,-3.9160765,-0.008454987,16.66666667,,1405.2,0.101511204,-169.765254,-854.9563709,-3.9160765,,
1405.3,-3.91708143,-0.005046242,16.66666667,,1405.3,0.099599165,-169.8364457,-854.8867165,-3.91708143,,
1405.4,-3.917180701,-0.000494282,16.66666667,,1405.4,0.099545016,-169.9075287,-854.8170285,-3.917180701,,
1405.5,-3.918516426,-0.006640469,16.66666667,,1405.5,0.101294739,-169.9798541,-854.7461084,-3.918516426,,
1405.6,-3.919387041,-0.004384867,16.66666667,,1405.6,0.099854346,-170.0510576,-854.6761016,-3.919387041,,
1405.7,-3.920368083,-0.004907057,16.66666667,,1405.7,0.098695656,-170.1213746,-854.6068459,-3.920368083,,
1405.8,-3.923488568,-0.015400391,16.66666667,,1405.8,0.10122901,-170.1934268,-854.5357418,-3.923488568,,
1405.9,-3.92354124,-0.000260856,16.66666667,,1405.9,0.101394785,-170.2653744,-854.4642964,-3.92354124,,
1406,-3.92294712,0.002951672,16.66666667,,1406,0.100524171,-170.3367005,-854.3934607,-3.92294712,,
1406.1,-3.92566546,-0.013545174,16.66666667,,1406.1,0.100758308,-170.4082349,-854.3225025,-3.92566546,,
1406.2,-3.926900688,-0.00618956,16.66666667,,1406.2,0.09992863,-170.4789887,-854.251936,-3.926900688,,
1406.3,-3.927996639,-0.005471295,16.66666667,,1406.3,0.099637781,-170.5494496,-854.1814878,-3.927996639,,
1406.4,-3.928861586,-0.004303506,16.66666667,,1406.4,0.10067155,-170.6205635,-854.1102307,-3.928861586,,
1406.5,-3.929663632,-0.0040113,16.66666667,,1406.5,0.10031501,-170.6913641,-854.0391647,-3.929663632,,
1406.6,-3.931045004,-0.006907821,16.66666667,,1406.6,0.09963156,-170.7616257,-853.9685265,-3.931045004,,
1406.7,-3.930994913,0.000248883,16.66666667,,1406.7,0.10034062,-170.832289,-853.8972879,-3.930994913,,
1406.8,-3.931923127,-0.004601756,16.66666667,,1406.8,0.100924816,-170.9033673,-853.8256381,-3.931923127,,
1406.9,-3.934256266,-0.01159867,16.66666667,,1406.9,0.100784024,-170.97428,-853.7540224,-3.934256266,,
1407,-3.93547534,-0.006080214,16.66666667,,1407,0.100371719,-171.044736,-853.6825351,-3.93547534,,
1407.1,-3.935857061,-0.001907972,16.66666667,,1407.1,0.100126813,-171.1149331,-853.6111366,-3.935857061,,
1407.2,-3.936986586,-0.005650321,16.66666667,,1407.2,0.0999394,-171.1849716,-853.539845,-3.936986586,,
1407.3,-3.938853611,-0.009315957,16.66666667,,1407.3,0.099965215,-171.2549476,-853.4684559,-3.938853611,,
1407.4,-3.939218512,-0.00181966,16.66666667,,1407.4,0.100446283,-171.3251263,-853.3965921,-3.939218512,,
1407.5,-3.939861283,-0.003212839,16.66666667,,1407.5,0.100085931,-171.3950271,-853.3249606,-3.939861283,,
1407.6,-3.942012854,-0.010726126,16.66666667,,1407.6,0.099977552,-171.4648062,-853.2533618,-3.942012854,,
1407.7,-3.943035122,-0.005059582,16.66666667,,1407.7,0.100613979,-171.5348743,-853.1811563,-3.943035122,,
1407.8,-3.943802662,-0.003794608,16.66666667,,1407.8,0.101431966,-171.6054376,-853.1082916,-3.943802662,,
1407.9,-3.944572041,-0.00383291,16.66666667,,1407.9,0.100839475,-171.6755331,-853.0357987,-3.944572041,,
1408,-3.945736536,-0.005830067,16.66666667,,1408,0.099890099,-171.7449134,-852.9639349,-3.945736536,,
1408.1,-3.94706285,-0.006641625,16.66666667,,1408.1,0.099849495,-171.8141818,-852.8920196,-3.94706285,,
1408.2,-3.947984243,-0.004604116,16.66666667,,1408.2,0.099847681,-171.8833535,-852.8200138,-3.947984243,,
1408.3,-3.949283216,-0.006469371,16.66666667,,1408.3,0.100276191,-171.9527554,-852.747635,-3.949283216,,
1408.4,-3.950251301,-0.004832556,16.66666667,,1408.4,0.100511989,-172.0222262,-852.6749957,-3.950251301,,
1408.5,-3.950449252,-0.000986514,16.66666667,,1408.5,0.099813556,-172.0911444,-852.6027944,-3.950449252,,
1408.6,-3.951733787,-0.006336751,16.66666667,,1408.6,0.100843495,-172.1607593,-852.5298343,-3.951733787,,
1408.7,-3.953519304,-0.008817774,16.66666667,,1408.7,0.101868417,-172.230987,-852.4560424,-3.953519304,,
1408.8,-3.955195792,-0.008382581,16.66666667,,1408.8,0.100622335,-172.3002254,-852.3830294,-3.955195792,,
1408.9,-3.955868236,-0.003380713,16.66666667,,1408.9,0.099374239,-172.368484,-852.3108075,-3.955868236,,
1409,-3.956843784,-0.004885713,16.66666667,,1409,0.099531846,-172.4368022,-852.2384251,-3.956843784,,
1409.1,-3.957788171,-0.004709094,16.66666667,,1409.1,0.100141666,-172.5054679,-852.1655322,-3.957788171,,
1409.2,-3.958441261,-0.003264302,16.66666667,,1409.2,0.100403812,-172.5742443,-852.0923835,-3.958441261,,
1409.3,-3.959620321,-0.005920178,16.66666667,,1409.3,0.099666491,-172.6424682,-852.0197274,-3.959620321,,
1409.4,-3.960635917,-0.005057759,16.66666667,,1409.4,0.099493033,-172.7104878,-851.9471175,-3.960635917,,
1409.5,-3.961895731,-0.006208562,16.66666667,,1409.5,0.101306681,-172.7796722,-851.8731137,-3.961895731,,
1409.6,-3.963368675,-0.007277507,16.66666667,,1409.6,0.10160886,-172.8489694,-851.7988018,-3.963368675,,
1409.7,-3.963824479,-0.002270138,16.66666667,,1409.7,0.100787961,-172.9175981,-851.7249891,-3.963824479,,
1409.8,-3.965554678,-0.008662278,16.66666667,,1409.8,0.099994458,-172.9856531,-851.6517265,-3.965554678,,
1409.9,-3.966796422,-0.006225938,16.66666667,,1409.9,0.099745033,-173.0534118,-851.5785293,-3.966796422,,
1410,-3.967485181,-0.003457524,16.66666667,,1410,0.099701909,-173.1210503,-851.5052797,-3.967485181,,
1410.1,-3.968654248,-0.005852991,16.66666667,,1410.1,0.099503896,-173.1885041,-851.4321291,-3.968654248,,
1410.2,-3.968777828,-0.000612842,16.66666667,,1410.2,0.100234375,-173.2563669,-851.3583621,-3.968777828,,
1410.3,-3.969685247,-0.00447062,16.66666667,,1410.3,0.1014175,-173.3250215,-851.2837159,-3.969685247,,
1410.4,-3.972125122,-0.012071951,16.66666667,,1410.4,0.101556145,-173.3937021,-851.2089053,-3.972125122,,
1410.5,-3.973183235,-0.00528932,16.66666667,,1410.5,0.100554982,-173.4615247,-851.1346665,-3.973183235,,
1410.6,-3.973363149,-0.000900791,16.66666667,,1410.6,0.099492035,-173.5285526,-851.0611415,-3.973363149,,
1410.7,-3.974914696,-0.007737882,16.66666667,,1410.7,0.100236621,-173.5960688,-850.9870541,-3.974914696,,
1410.8,-3.97595348,-0.005197588,16.66666667,,1410.8,0.100276523,-173.6634968,-850.9128325,-3.97595348,,
1410.9,-3.976602548,-0.003253191,16.66666667,,1410.9,0.099582468,-173.7303815,-850.8390551,-3.976602548,,
1411,-3.977898718,-0.006477502,16.66666667,,1411,0.099934689,-173.7974547,-850.7649732,-3.977898718,,
1411.1,-3.979482,-0.00787504,16.66666667,,1411.1,0.100168764,-173.8645887,-850.6906307,-3.979482,,
1411.2,-3.979996442,-0.002547314,16.66666667,,1411.2,0.100881867,-173.932082,-850.615652,-3.979996442,,
1411.3,-3.981181164,-0.00586782,16.66666667,,1411.3,0.10107282,-173.9996644,-850.5404966,-3.981181164,,
1411.4,-3.981961786,-0.003887664,16.66666667,,1411.4,0.100828702,-174.0669947,-850.4654429,-3.981961786,,
1411.5,-3.983226664,-0.006338896,16.66666667,,1411.5,0.09996584,-174.1336907,-850.3909794,-3.983226664,,
1411.6,-3.985659818,-0.012170984,16.66666667,,1411.6,0.099576555,-174.2000331,-850.3167219,-3.985659818,,
1411.7,-3.98577378,-0.000566948,16.66666667,,1411.7,0.100337775,-174.2667004,-850.2417343,-3.98577378,,
1411.8,-3.986886474,-0.005552219,16.66666667,,1411.8,0.100670654,-174.3335803,-850.1664903,-3.986886474,,
1411.9,-3.988068331,-0.005926138,16.66666667,,1411.9,0.099734672,-174.3997554,-850.0918722,-3.988068331,,
1412,-3.987975083,0.000464752,16.66666667,,1412,0.099696542,-174.465817,-850.0172045,-3.987975083,,
1412.1,-3.989557655,-0.007853637,16.66666667,,1412.1,0.10094287,-174.5327115,-849.9416096,-3.989557655,,
1412.2,-3.991159572,-0.007971277,16.66666667,,1412.2,0.100565277,-174.5992365,-849.8661921,-3.991159572,,
1412.3,-3.991616759,-0.002274665,16.66666667,,1412.3,0.100395807,-174.6655287,-849.7907954,-3.991616759,,
1412.4,-3.993020582,-0.007016777,16.66666667,,1412.4,0.100595329,-174.7319181,-849.7152185,-3.993020582,,
1412.5,-3.99472746,-0.008578163,16.66666667,,1412.5,0.099471293,-174.7974607,-849.640394,-3.99472746,,
1412.6,-3.995377698,-0.003249036,16.66666667,,1412.6,0.09950811,-174.8628997,-849.56543,-3.995377698,,
1412.7,-3.995967579,-0.002943299,16.66666667,,1412.7,0.100624713,-174.9290237,-849.4895818,-3.995967579,,
1412.8,-3.997416654,-0.007252322,16.66666667,,1412.8,0.099790153,-174.9945549,-849.414324,-3.997416654,,
1412.9,-3.997994881,-0.002873537,16.66666667,,1412.9,0.100018225,-175.0601265,-849.3387991,-3.997994881,,
1413,-3.999385933,-0.006879388,16.66666667,,1413,0.101206456,-175.1264329,-849.2623386,-3.999385933,,
1413.1,-4.001202593,-0.008984936,16.66666667,,1413.1,0.100999341,-175.1924974,-849.1859426,-4.001202593,,
1413.2,-4.001399011,-0.000977289,16.66666667,,1413.2,0.101190223,-175.2585476,-849.1092821,-4.001399011,,
1413.3,-4.002236827,-0.004205536,16.66666667,,1413.3,0.099792639,-175.3236707,-849.0336676,-4.002236827,,
1413.4,-4.003686213,-0.007248521,16.66666667,,1413.4,0.099424779,-175.3884906,-848.9582775,-4.003686213,,
1413.5,-4.00434467,-0.003283081,16.66666667,,1413.5,0.100531236,-175.4539213,-848.8819535,-4.00434467,,
1413.6,-4.005796037,-0.00726533,16.66666667,,1413.6,0.10002946,-175.5189754,-848.8059676,-4.005796037,,
1413.7,-4.007538715,-0.00870709,16.66666667,,1413.7,0.099736739,-175.5837291,-848.73011,-4.007538715,,
1413.8,-4.008191227,-0.003234917,16.66666667,,1413.8,0.100407954,-175.6487854,-848.6536284,-4.008191227,,
1413.9,-4.00877717,-0.0028999,16.66666667,,1413.9,0.101301063,-175.71437,-848.5764237,-4.00877717,,
1414,-4.009346177,-0.002841834,16.66666667,,1414,0.100755214,-175.7795562,-848.4995968,-4.009346177,,
1414.1,-4.011390108,-0.010215956,16.66666667,,1414.1,0.099470109,-175.8438678,-848.4237132,-4.011390108,,
1414.2,-4.013125095,-0.0086276,16.66666667,,1414.2,0.100602289,-175.9087544,-848.3468331,-4.013125095,,
1414.3,-4.013031778,0.000468063,16.66666667,,1414.3,0.100495064,-175.9734385,-848.2699226,-4.013031778,,
1414.4,-4.014340518,-0.006586655,16.66666667,,1414.4,0.098875,-176.0370869,-848.1942579,-4.014340518,,
1414.5,-4.015146369,-0.004007792,16.66666667,,1414.5,0.099820787,-176.1012441,-848.1177854,-4.015146369,,
1414.6,-4.015705702,-0.002765359,16.66666667,,1414.6,0.101250218,-176.1662575,-848.0401654,-4.015705702,,
1414.7,-4.017850277,-0.010620352,16.66666667,,1414.7,0.101014158,-176.231076,-847.9626901,-4.017850277,,
1414.8,-4.018481287,-0.00313947,16.66666667,,1414.8,0.100916507,-176.2956657,-847.885151,-4.018481287,,
1414.9,-4.019752313,-0.00637388,16.66666667,,1414.9,0.100076131,-176.359669,-847.8082172,-4.019752313,,
1415,-4.020897347,-0.005737113,16.66666667,,1415,0.099335469,-176.4231015,-847.7317721,-4.020897347,,
1415.1,-4.021146381,-0.001241149,16.66666667,,1415.1,0.100248258,-176.4870285,-847.6545513,-4.021146381,,
1415.2,-4.022888137,-0.008717864,16.66666667,,1415.2,0.100399056,-176.5510324,-847.5771984,-4.022888137,,
1415.3,-4.024283958,-0.006988254,16.66666667,,1415.3,0.099392578,-176.6142612,-847.5005107,-4.024283958,,
1415.4,-4.025123039,-0.0041806,16.66666667,,1415.4,0.100345543,-176.6779881,-847.4229987,-4.025123039,,
1415.5,-4.026020387,-0.004461227,16.66666667,,1415.5,0.10036282,-176.7416609,-847.3454199,-4.026020387,,
1415.6,-4.027155022,-0.005612661,16.66666667,,1415.6,0.100780884,-176.805529,-847.2674606,-4.027155022,,
1415.7,-4.02808601,-0.004629486,16.66666667,,1415.7,0.101375487,-176.8696849,-847.1889685,-4.02808601,,
1415.8,-4.029013065,-0.004651628,16.66666667,,1415.8,0.099724098,-176.9327238,-847.1116963,-4.029013065,,
1415.9,-4.030569247,-0.007782415,16.66666667,,1415.9,0.09957295,-176.9955956,-847.0344829,-4.030569247,,
1416,-4.031653476,-0.005411817,16.66666667,,1416,0.100388292,-177.058861,-846.9565387,-4.031653476,,
1416.1,-4.032451073,-0.003992192,16.66666667,,1416.1,0.099956502,-177.1217701,-846.8788615,-4.032451073,,
1416.2,-4.033895681,-0.007223183,16.66666667,,1416.2,0.099832724,-177.1845394,-846.8012304,-4.033895681,,
1416.3,-4.034263523,-0.001832192,16.66666667,,1416.3,0.100163356,-177.247404,-846.7232513,-4.034263523,,
1416.4,-4.035152407,-0.004407261,16.66666667,,1416.4,0.100602497,-177.3105154,-846.6449071,-4.035152407,,
1416.5,-4.036236711,-0.005380723,16.66666667,,1416.5,0.101083735,-177.3738587,-846.5661318,-4.036236711,,
1416.6,-4.038083714,-0.009203051,16.66666667,,1416.6,0.100432651,-177.4367091,-846.4877957,-4.038083714,,
1416.7,-4.039389862,-0.006519888,16.66666667,,1416.7,0.100262065,-177.4993082,-846.4094769,-4.039389862,,
1416.8,-4.039460695,-0.000355211,16.66666667,,1416.8,0.100070754,-177.5616857,-846.331226,-4.039460695,,
1416.9,-4.040855957,-0.0070105,16.66666667,,1416.9,0.099339529,-177.6236019,-846.2535425,-4.040855957,,
1417,-4.041901106,-0.00522503,16.66666667,,1417,0.099685163,-177.6856247,-846.1755021,-4.041901106,,
1417.1,-4.042553924,-0.003251229,16.66666667,,1417.1,0.100342097,-177.7479741,-846.0968822,-4.042553924,,
1417.2,-4.043757603,-0.005980733,16.66666667,,1417.2,0.100449268,-177.8103387,-846.0181376,-4.043757603,,
1417.3,-4.045108486,-0.006703037,16.66666667,,1417.3,0.100810171,-177.8728322,-845.9390348,-4.045108486,,
1417.4,-4.046171199,-0.005286814,16.66666667,,1417.4,0.100722776,-177.9351647,-845.8599163,-4.046171199,,
1417.5,-4.047639461,-0.00733113,16.66666667,,1417.5,0.100289156,-177.9971451,-845.7810725,-4.047639461,,
1417.6,-4.04892343,-0.00644042,16.66666667,,1417.6,0.099988651,-178.0588243,-845.7023743,-4.04892343,,
1417.7,-4.049908924,-0.004923546,16.66666667,,1417.7,0.099372263,-178.1200228,-845.6240826,-4.049908924,,
1417.8,-4.050292396,-0.00190414,16.66666667,,1417.8,0.100787191,-178.1820144,-845.544615,-4.050292396,,
1417.9,-4.050887971,-0.002982677,16.66666667,,1417.9,0.100601233,-178.2438612,-845.4652703,-4.050887971,,
1418,-4.052266674,-0.006930927,16.66666667,,1418,0.09907701,-178.3047244,-845.3870915,-4.052266674,,
1418.1,-4.054092161,-0.009075583,16.66666667,,1418.1,0.099843371,-178.3659497,-845.3082235,-4.054092161,,
1418.2,-4.054451327,-0.001777562,16.66666667,,1418.2,0.101299268,-178.4279216,-845.2280922,-4.054451327,,
1418.3,-4.055086925,-0.003165804,16.66666667,,1418.3,0.100756139,-178.4895326,-845.1483684,-4.055086925,,
1418.4,-4.057381264,-0.011440264,16.66666667,,1418.4,0.100013704,-178.5506393,-845.0691932,-4.057381264,,
1418.5,-4.057910806,-0.002636667,16.66666667,,1418.5,0.100535755,-178.6118822,-844.989464,-4.057910806,,
1418.6,-4.058797917,-0.004434918,16.66666667,,1418.6,0.100302043,-178.6729406,-844.9098878,-4.058797917,,
1418.7,-4.060549185,-0.008766743,16.66666667,,1418.7,0.099726616,-178.7335785,-844.8307143,-4.060549185,,
1418.8,-4.06077309,-0.001116166,16.66666667,,1418.8,0.100036098,-178.7942654,-844.7511887,-4.06077309,,
1418.9,-4.061977549,-0.00600534,16.66666667,,1418.9,0.100565731,-178.8552557,-844.6712284,-4.061977549,,
1419,-4.06331464,-0.006668853,16.66666667,,1419,0.099999028,-178.9158065,-844.5916457,-4.06331464,,
1419.1,-4.063697425,-0.001909499,16.66666667,,1419.1,0.100498761,-178.9765529,-844.511584,-4.063697425,,
1419.2,-4.064830133,-0.005664485,16.66666667,,1419.2,0.099964867,-179.0369461,-844.4319245,-4.064830133,,
1419.3,-4.066313577,-0.007385442,16.66666667,,1419.3,0.100001783,-179.0972713,-844.3521672,-4.066313577,,
1419.4,-4.067594088,-0.006368276,16.66666667,,1419.4,0.100858814,-179.1579941,-844.2716362,-4.067594088,,
1419.5,-4.068762724,-0.005854295,16.66666667,,1419.5,0.100217704,-179.2182284,-844.1915399,-4.068762724,,
1419.6,-4.06983951,-0.005395049,16.66666667,,1419.6,0.099402581,-179.2778799,-844.1120253,-4.06983951,,
1419.7,-4.070431123,-0.002950224,16.66666667,,1419.7,0.100185165,-179.3379147,-844.03182,-4.070431123,,
1419.8,-4.070632702,-0.001007021,16.66666667,,1419.8,0.100346599,-179.3979987,-843.9514499,-4.070632702,,
1419.9,-4.071842596,-0.006027491,16.66666667,,1419.9,0.099826392,-179.4577551,-843.8714844,-4.071842596,,
1420,-4.073536423,-0.00840653,16.66666667,,1420,0.10090296,-179.5180581,-843.7905835,-4.073536423,,
1420.1,-4.074833983,-0.006488891,16.66666667,,1420.1,0.100586527,-179.5780353,-843.7098346,-4.074833983,,
1420.2,-4.076607516,-0.008880804,16.66666667,,1420.2,0.099379817,-179.6371894,-843.6299776,-4.076607516,,
1420.3,-4.077189154,-0.002892207,16.66666667,,1420.3,0.100324269,-179.6967626,-843.5492559,-4.077189154,,
1420.4,-4.077553738,-0.001818315,16.66666667,,1420.4,0.100780772,-179.7565597,-843.4681321,-4.077553738,,
1420.5,-4.079062067,-0.007566753,16.66666667,,1420.5,0.099725845,-179.8157016,-843.3878359,-4.079062067,,
1420.6,-4.079738331,-0.003382673,16.66666667,,1420.6,0.099610576,-179.8746541,-843.3075435,-4.079738331,,
1420.7,-4.080659635,-0.004589695,16.66666667,,1420.7,0.100309245,-179.9339654,-843.2266478,-4.080659635,,
1420.8,-4.082625647,-0.009781534,16.66666667,,1420.8,0.100423978,-179.9932699,-843.1456049,-4.082625647,,
1420.9,-4.083094127,-0.002333405,16.66666667,,1420.9,0.10056821,-180.0524999,-843.064329,-4.083094127,,
1421,-4.083627125,-0.002663164,16.66666667,,1421,0.100202891,-180.1114768,-842.9833207,-4.083627125,,
1421.1,-4.085727609,-0.010497198,16.66666667,,1421.1,0.099934055,-180.1702524,-842.9024984,-4.085727609,,
1421.2,-4.086940372,-0.006058488,16.66666667,,1421.2,0.100165442,-180.2289938,-842.8213654,-4.086940372,,
1421.3,-4.087027663,-0.00043636,16.66666667,,1421.3,0.100010416,-180.287546,-842.7402869,-4.087027663,,
1421.4,-4.088566444,-0.007688938,16.66666667,,1421.4,0.100033098,-180.3461044,-842.6591849,-4.088566444,,
1421.5,-4.0895124,-0.004721572,16.66666667,,1421.5,0.10009604,-180.4045747,-842.5779418,-4.0895124,,
1421.6,-4.090127413,-0.003058977,16.66666667,,1421.6,0.100251821,-180.463059,-842.4965169,-4.090127413,,
1421.7,-4.091214287,-0.005408982,16.66666667,,1421.7,0.100799775,-180.5218126,-842.4146108,-4.091214287,,
1421.8,-4.092813764,-0.007989963,16.66666667,,1421.8,0.100139037,-180.5800926,-842.3331782,-4.092813764,,
1421.9,-4.09294423,-0.000651685,16.66666667,,1421.9,0.100046774,-180.6381887,-842.2517276,-4.09294423,,
1422,-4.094454556,-0.007545562,16.66666667,,1422,0.100150338,-180.6963343,-842.1701851,-4.094454556,,
1422.1,-4.096436687,-0.009900989,16.66666667,,1422.1,0.100010564,-180.7542757,-842.0886688,-4.096436687,,
1422.2,-4.097201611,-0.003818719,16.66666667,,1422.2,0.100184675,-180.812156,-842.0068957,-4.097201611,,
1422.3,-4.097374805,-0.000866051,16.66666667,,1422.3,0.100124491,-180.869939,-841.9251275,-4.097374805,,
1422.4,-4.098549706,-0.005870434,16.66666667,,1422.4,0.099856474,-180.9275532,-841.8435682,-4.098549706,,
1422.5,-4.100458348,-0.009499711,16.66666667,,1422.5,0.100282272,-180.9853168,-841.7615932,-4.100458348,,
